['김*인 '],['2020.08.05'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 265']",['265'],['아들이 잘 신고 있습니다^^\n저렴한 가격에 잘 구입한거 같아 좋습니다~\n신발이 편하고 이쁘네요!'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['정*조 '],['2020.08.09'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 260']",['260'],['아들이 넘 좋아해요. 기존 슬리퍼에 비해 안정적이라 합니다.'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['정*진 '],['2020.07.08'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 285']",['285'],['아이다스 매장에서 직접 보고 사이즈를 미리 측정해서 구매함 ㅋㅋ 근데 매장에서 가격보고 놀랐다.. 쿠팡가격보다 훨 비싼가격에 팔고있었음 ㅋㅋㅋ\n\n슬리퍼는 바닥이 많이 단단하지도 않고 내가 신기에 딱 적당한 푹신함을 느끼는거같아 만족하며 신는중'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['김*선 '],['2020.07.30'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 245']",['245'],['진짜 푹신하고 편합니다\n제가 딱딱한 신발 잘 못 신는데\n고3때도 잘 신고 다녔고 밖에서도 잘 신고 다니고 있어요'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['길*지 '],['2020.05.15'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 235']",['235'],['크기는 작은데 발볼이있는편이여서\n245사이즈사려할까하다 매장가서 신어봤는데\n신자마자 235사이즈 사도되겠었구나싶었고\n조큼 커보일수있긷한데 쿠션감이 너무너무 좋아여!!\n발등부분이 찍찍이라 조절하는것도 편하구 발등이 높으신분들이나 볼있어도 정사이즈 신는게 나은거같아요 개인적으로는ㅎㅎ'],"['평소 사이즈', '235']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['정*진 '],['2020.07.17'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 235']",['235'],['230사이즈 신는데 이 제품은 제일 작은게 235사이즈라\nㅜ 그래도 약간 커서 괜찮아요 전에 친구 신발 신어보고 너무\n편하고 굽도 있어서 꼭 사야지 했는데 만족해요 ~'],"['평소 사이즈', '230']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['하*숙 '],['2020.07.06'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 265']",['265'],['열자마자 본드냄새 많이 나고요\n실밥처리하며\n본드 테두리 그거 다 제거한다고해도\n오른쪽 신발 바닥 왜 그런가요?\n누가 신던거 반품한거 주신건가요?\n아니면 원래다 그런건가요?\n진짜몰라서요?\n상품평 잘안적는데\n작은돈도아니고\n조금짜증나서 적습니다\n교환은 귀찬아서 안하고요\n물건 너무 허접한거같아요'],"['평소 사이즈', None]","['발볼', '정사이즈예요']","['사이즈', '예상보다 커요']"
['김*주 '],['2020.02.17'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 255']",['255'],['브랜드가 잇는 슬리퍼를 사면서 슬리퍼가 생각보다 비싸다고 느꼇습니다\n그래도 한번 신어보자 라는 심정으로 삿는데 너무 편한거 같습니다 오히려 운동화가 불편할 정도로 푹신하고 좋아요 사길 진짜 잘한거 같아요 괜히 돈값한다는 후기가 잇는게 아니네요 혹시라도 구매할까라고 고민하시는 분들은 무조건 구매하세요\n단 사이즈는 정사이즈로 사는게 맞는거 같아요 제가 5미리 사이즈업 햇는데 살짝 크네요 그래도 슬리퍼 발볼 사이즈를 조절할수 잇어서 잘 신고 다닙니다 ㅎㅎ'],"['평소 사이즈', '250']","['발볼', '정사이즈예요']","['사이즈', '예상보다 커요']"
['진*정 '],['2020.06.29'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['로켓말고 일반배송햇는데\n너무 느려요\n일주일정도 걸린듯ㅋ\n아들은 좋하하네요\n발볼때매 한두치수 크게 삿는데\n요건 발볼부분 조절할수있는게\n큰장점이네요~^^\n정사이즈 구매하시는거 추천합니다'],"['평소 사이즈', '280']","['발볼', '발볼이 넓어요']","['사이즈', '정사이즈예요']"
['송*성 '],['2020.06.21'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 285']",['285'],['발도 푹신하고 신기도 편해요. 찍찍이가 있어 볼이 넓어도 신기 좋아요. 윗부분이 천 재질로 되어 있어서 물어 젖으면 냄새가 날까 걱정이 되긴합니다'],"['평소 사이즈', '280']","['발볼', '발볼이 넓어요']","['사이즈', '정사이즈예요']"
['박*원 '],['2020.07.26'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 235']",['235'],['여자친구 발이 220 인데 타이트하게 조이니까 편하게 신을 수 있겠다구 하네요 ㅎㅎ'],"['평소 사이즈', '225']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['이*헌 '],['2020.07.02'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['친구 집 가서 한 번 신어보고 반해서 샀는데 주변사람들도 한 번씩 신어보고는 정말 좋다고 나중에 슬리퍼 살 땐 이걸로 사신다고 하시네요.\n푹신푹신하고 발 볼이 넓어서 한사이즈 크게 주문했는데 딱 맞고 좋아요.'],"['평소 사이즈', '270']","['발볼', '발볼이 넓어요']","['사이즈', '정사이즈예요']"
['조*정 '],['2020.07.12'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 295']",['295'],['아들이 매장에서 사고 싶어했는데 너무 비싸서 여기서 주문했어요. 신발도 편하고 좋아라 하네요.\n몰랐는데 사고 보니 주변에 애들 많이 신는 신발이었군요ㅋ'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['윤*근 '],['2020.06.16'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['최저가 사이트 중에서 저렴한 가격으로 아디다스 매장에서 살려고 하시는데 가격이 부담스런 분들이 구매하시기에 가격이 착하네요.\n요즘 학생들이 많이 신어서 저도 한 번 사봤는데 정말 이쁩니다. 후회없는 소비네요'],"['평소 사이즈', '270']","['발볼', '발볼이 넓어요']","['사이즈', '예상보다 커요']"
['김*선 '],['2020.04.11'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 235']",['235'],['와..정말 너무너무 폭신하고 편하고 맘에들어요\n왜 이제샀나몰라\n개인적으로 fit플랍보다 더 맘에들어요\n운동화 230-235신는데 사이즈도 너무꽉끼지않고 딱이네요'],"['평소 사이즈', '235']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['최*경 '],['2020.06.23'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['배송 오래 걸릴꺼라 생각해서 기대 안했는데 일찍 도착한 느낌입니다. 예정일보다 한 5일 빨리 왔구요. 푹신푹신한 느낌과 착 붙는 느낌때문에 요 슬리퍼에서 정착하고 있습니다^^ 저렴하게 정품 구입해서 좋네요'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['김*희 '],['2020.06.14'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['오프라인에 구매하려고하니 5만9천원이더라구요.혹시해서 쿠팡 검색해보니 만원이상 더 저렴하길래 매장에서 안사고 바로 쿠팡배송 신청했네요..매장상품이랑 동일합니다.푹신하고 너무 무겁지않구요.아들이 발볼이 넓은편이라 한사이즈 더 크게시켰는데. 불편하단말없이 잘신고다니네요'],"['평소 사이즈', '270']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['박*환 '],['2020.07.13'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 275']",['275'],['리얼루다가 편해요 지금 3개월째 신고있는데 진짜 이거만 신다보니까 다른거 못신겠어요'],"['평소 사이즈', '270']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['나*현 '],['2020.07.07'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 255']",['255'],['선물받고 너무 편해서 아빠한테 영업했어요\n사드렸더니 좋아하셔요\n가족이 다 발볼이 넓은편인데 너무 푹신하고 좋아요'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
['장*영 '],['2020.07.19'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 295']",['295'],['쿠션이 넘푹신하고 발볼두 넓고 많이 편하다고합니다'],"['평소 사이즈', None]","['발볼', '발볼이 넓어요']","['사이즈', '예상보다 커요']"
['김*건 '],['2020.07.11'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 245']",['245'],['벌써 3개째 가족주려고 삽니다\n푹신푹신 현존 최고의 슬리퍼라고해도 과언이아님'],"['평소 사이즈', '245']","['발볼', '정사이즈예요']","['사이즈', '정사이즈예요']"
['신*래 '],['2020.06.23'],"['아디다스 알파바운스 슬라이드 슬리퍼 BA8775, 265']",['265'],['다같은 제품이 아닌가봐요 이번껀. 매장에서산거랑 동일합니다 판매자가 달라서 그런건가요 저번에. 산거는. 찍찍이가 붇질얂더라구요. 여튼 이번건. 조아요'],"['평소 사이즈', None]","['발볼', None]","['사이즈', None]"
